main_category|sub_category|channel|description
lifestyle|leisure/hobby|VTM|...VOOR DUMMIES - VAKANTIEPRET
sport|football|EEN|VB. WK. 1/8F - KROATIE/DENEMARKEN
sport|football|EEN|VB. WK. 1/8F - SPANJE/RUSLAND
sport|football|EEN|VB. WK. 1/8F
sport|football|EEN|VB. WK. 1/8F - URUGUAY/PORTUGAL
sport|football|EEN|VB. WK. 1/8F - FRANKRIJK/ARGENTINIE
knowledge|nature/environment|EEN|BORN TO HUNT
fiction|popular drama/comedy|VTM|THE SMURFS 2
fiction|fantasy/fairy tale|Q2|HIGHLANDER
fiction|thriller|VTM|CATCH ME IF YOU CAN
fiction|popular drama/comedy|VTM|IN HER SHOES
fiction|adventure|VIER|TROY
knowledge|architecture/urbanism|CANVAS|WATERFRONT
lifestyle|cooking/food/drink|VTM|SOFIE IN DE KEUKEN VAN... - PASCAL BRAECKMAN
sport|football|EEN|VB. WK. SCHIFT. - ENGELAND/BELGIE
sport|football|EEN|VB. WK. SCHIFT. - STUDIO
sport|football|EEN|VB. WK. SCHIFT. - SENEGAL/COLOMBIE
sport|football|EEN|VB. WK. SCHIFT. - SERVIE/BRAZILIE
sport|football|EEN|VB. WK. SCHIFT. - ZUID-KOREA/DUITSLAND
fiction|adventure|VTM|GULLIVER'S TRAVELS
knowledge|nature/environment|CANVAS|PLANET EARTH II - CITIES
sport|football|EEN|VB. WK. SCHIFT. - NIGERIA/ARGENTINIE
sport|football|EEN|VB. WK. SCHIFT. - DENEMARKEN/FRANKRIJK
knowledge|humanities/history|CANVAS|PUBLIEK GEHEIM - DE COMMANDOBUNNKER ONDER DE KEMMELBERG
fiction|action|VIER|COP OUT
sport|football|EEN|VB. WK. SCHIFT. - SPANJE/MAROKKO
sport|football|EEN|VB. WK. SCHIFT. - URUGUAY/RUSLAND
sport|football|EEN|VB. WK. SCHIFT. - POLEN/COLOMBIA
sport|football|EEN|VB. WK. SCHIFT.
sport|football|EEN|VB. WK. SCHIFT. - JAPAN/SENEGAL
sport|football|EEN|VB. WK. SCHIFT. - ENGELAND/PANAMA
sport|cycling (road)|CANVAS|WIELRENNEN. BK. BINCHE. H.
fiction|adventure|VTM|CAST AWAY
sport|football|EEN|VB. WK. SCHIFT. - BELGIE/TUNESIE
sport|football|EEN|VB. WK. SCHIFT. - DUITSLAND/ZWEDEN
sport|football|EEN|VB. WK. SCHIFT. - ZUID-KOREA/MEXICO
fiction|action|Q2|BREAKOUT
fiction|drama/comedy|VTM|PARADISE TRIPS
entertainment|miscellaneous|CANVAS|BREAK
sport|football|EEN|VB. WK. SCHIFT. - NIGERIA/IJSLAND
sport|football|EEN|VB. WK. SCHIFT. - BRAZILIE/COSTA RICA
fiction|thriller|VITAYA|THE WRONG STUDENT
fiction|comedy|VIER|HORRIBLE BOSSES
sport|football|EEN|VB. WK. SCHIFT. - ARGENTINIE/KROATIE
sport|football|EEN|VB. WK. SCHIFT. - FRANKRIJK/PERU
sport|football|EEN|VB. WK. SCHIFT. - DENEMARKEN/AUSTRALIE
information|communication/message|EEN|RADIO 1
knowledge|human interest/society|CANVAS|ONZE MAN IN TEHERAN
entertainment|humor|VTM|VOSSENSTREKEN
sport|football|EEN|VB. WK. SCHIFT. - IRAN/SPANJE
sport|football|EEN|VB. WK. SCHIFT. - URUGUAY/SAOEDI-ARABIE
sport|football|EEN|VB. WK. SCHIFT. - PORTUGAL/MAROKKO
fiction|drama/comedy|VTM|ONE FINE DAY
knowledge|nature/environment|CANVAS|PLANET EARTH II - GRASSLANDS
sport|football|EEN|VB. WK. SCHIFT. - RUSLAND/EGYPTE
sport|football|EEN|VB. WK. SCHIFT. - POLEN/SENEGAL
sport|football|EEN|VB. WK. SCHIFT. - COLOMBIE/JAPAN
knowledge|human interest/society|CANVAS|PUBLIEK GEHEIM
knowledge|humanities/history|CANVAS|CHARLES LINDBERGH IN COLOR
sport|football|EEN|VB. WK. SCHIFT. - BELGIE/PANAMA
sport|football|EEN|VB. WK. SCHIFT. - TUNESIE/ENGELAND
sport|football|EEN|VB. WK. SCHIFT. - ZWEDEN/ZUID-KOREA
fiction|action|VIER|RUSH HOUR II
fiction|adventure|Q2|TUT
sport|football|EEN|VB. WK. SCHIFT.- BRAZILIE/ZWITSERLAND
sport|football|EEN|VB. WK. SCHIFT. - DUITSLAND/MEXICO
sport|football|EEN|VB. WK. SCHIFT. - COSTA RICA/SERVIE
fiction|action|VTM|BAD BOYS
sport|cycling (road)|CANVAS|WIELRENNEN. ELFSTEDENRONDE
fiction|drama/comedy|VTM|AU PAIR III
sport|football|EEN|VB. WK. SCHIFT.  -KROATIE/NIGERIA
sport|football|EEN|VB. WK. SCHIFT. -PERU/DENEMARKEN (1HT)
sport|football|EEN|VB. WK. SCHIFT. - ARGENTINIE/IJSLAND
sport|football|CANVAS|VB. WK. SCHIFT. - PERU/DENEMARKEN (2HT)
fiction|thriller|CANVAS|THE LAWYER
fiction|adventure|VTM|BRAVEHEART
sport|football|EEN|VB. WK. SCHIFT. - PORTUGAL/SPANJE
sport|football|EEN|VB. WK. SCHIFT. - MAROKKO/IRAN
sport|football|EEN|VB. WK. SCHIFT. - EGYPTE/URUGUAY
fiction|action|VTM|THE BOUNTY HUNTER
fiction|drama/comedy|CANVAS|A BIGGER SPLASH
sport|cycling (road)|VTM|WIELRENNEN. DWARS DOOR HAGELAND
fiction|action|VIER|BLACK HAWK DOWN
sport|football|EEN|VB. WK. SCHIFT. - RUSLAND/SAOEDI-ARABIE
sport|football|EEN|VB. WK. SCHIFT. - OPENINGSCEREMONIE
fiction|thriller|VIER|ALONG CAME A SPIDER
knowledge|human interest/society|EEN|KEVIN DE BRUYNE, GENIE IN MANCHESTER
information|general news|EEN|OP EEN
knowledge|nature/environment|CANVAS|PLANET EARTH II
fiction|action|VIER|XXX
fiction|drama/comedy|EEN|TOM & HARRY
lifestyle|show business/variety/stars|EEN|JOANNA & JENNIFER, ABSOLUTELY CHAMPERS
knowledge|humanities/history|CANVAS|THE SAVAGE PEACE
fiction|action|Q2|FURY
sport|football|EEN|VB. VRIEND
knowledge|culture/folklore/tradition|CANVAS|BELPOP
sport|cycling (road)|EEN|WIELRENNEN. DAUPHINE LIBERE
lifestyle|travel/tourism|EEN|HOTELGEHEIMEN
sport|tennis|EEN|TENNIS. ROLAND GARROS FIN. H
sport|formula 1|EEN|F1. WK. GP. CANADA (S.)
fiction|action|EEN|OCEAN'S ELEVEN
knowledge|nature/environment|EEN|NATURE'S MINIATURE MIRACLES
sport|tennis|EEN|TENNIS. ROLAND GARROS FIN. D
fiction|drama/comedy|VIJF|THE LUCKY ONE
fiction|fantasy/fairy tale|Q2|PERCY JACKSON, SEA OF MONSTERS
fiction|action|VTM|HART'S WAR
knowledge|humanities/history|EEN|TUTANKHAMUN
fiction|action|Q2|DRAGON BLADE
knowledge|human interest/society|EEN|DRIES MERTENS, GOD IN NAPELS
lifestyle|cooking/food/drink|VTM|2 STERREN RESTAURANT
lifestyle|human interest/society|VTM|ALLOO EN DE LIEFDE
fiction|adventure|VIER|ROBIN HOOD - PRINCE OF THIEVES
fiction|action|Q2|G.I. JOE, THE RISE OF COBRA
knowledge|nature/environment|EEN|DIERENHOSPITAAL IN DE JUNGLE
fiction|adventure|VTM|SAHARA
fiction|drama/comedy|Q2|THE MONUMENTS MEN
fiction|action|Q2|RAMBO III
knowledge|humanities/history|CANVAS|BOBBY KENNEDY, LE REVE BRISE DE L'AMERIQUE
fiction|thriller|VIER|SE7EN
knowledge|human interest/society|EEN|WERELDKAMPIOENEN
fiction|action|VIER|OCEAN'S TWELVE
fiction|action|VTM|SAVING PRIVATE RYAN
sport|tennis|EEN|TENNIS. ROLAND GARROS
sport|tennis|CANVAS|TENNIS. ROLAND GARROS
sport|tennis|EEN|TENNIS. ROLAND GARROS D.
knowledge|nature/environment|EEN|NATURAL BORN REBELS
fiction|science fiction|EEN|WAR OF THE WORLDS
fiction|science fiction|Q2|CHAPPIE
sport|tennis|EEN|TENNIS. ROLAND GARROS H.
fiction|science fiction|Q2|I AM NUMBER FOUR
fiction|other fiction|EEN|AFSCHEID
fiction|action|Q2|RAMBO, FIRST BLOOD PART II
entertainment|circus/magic & paranormal|VTM|DAVID BLAINE, BEYOND MAGIC
entertainment|love/dating|VIER|MATCHMAKERS
information|special event|EEN|IEDEREEN TEGEN KANKER
sport|cycling (road)|EEN|WIELRENNEN. RONDE VAN BELGIE
fiction|adventure|Q2|WYATT EARP
fiction|fantasy/fairy tale|Q2|SEVENTH SON
lifestyle|cooking/food/drink|VITAYA|MASTERCHEF AUSTRALIA
fiction|action|Q2|WILD CARD
lifestyle|cooking/food/drink|VIER|KOMEN ETEN
fiction|action|Q2|THE HUNGER GAMES
fiction|action|Q2|FIRST BLOOD
lifestyle|cooking/food/drink|VTM|SOFIE IN DE KEUKEN VAN...
sport|football|EEN|VB. WK. LOTING
sport|all sports|VTM|STADION
fiction|popular drama/comedy|Q2|GROWN UPS 2
fiction|thriller|EEN|THE FUGITIVE
information|general news|EEN|VRT NIEUWS LIVE
information|general news|EEN|EXTRA JOURNAAL
information|special event|Q2|HUWELIJK PRINS HARRY EN MEGHAN
information|special event|CANVAS|HUWELIJK PRINS HARRY EN MEGHAN
fiction|popular soap|EEN|THUIS
entertainment|variety|EEN|IEDEREEN BEROEMD
information|general news|EEN|HET 7 UUR-JOURNAAL
entertainment|variety|VTM|BELGIUM'S GOT TALENT
fiction|popular soap|VTM|FAMILIE
fiction|police|EEN|MIDSOMER MURDERS
entertainment|game|EEN|BLOKKEN
information|general news|VTM|NIEUWS 19U VTM
fiction|psychologic drama/melodrama|VTM|THE GOOD DOCTOR
knowledge|humanities/history|EEN|TUTANKHAMUN
information|general news|EEN|HET JOURNAAL LAAT
information|general news|EEN|HET 1 UUR-JOURNAAL
fiction|police|VTM|DE BUURTPOLITIE
information|current affair|CANVAS|DE AFSPRAAK
information|general news|VTM|NIEUWS 13U VTM
sport|all sports|VIER|SPORTS LATE NIGHT
fiction|adventure|VIER|THE LONE RANGER
fiction|popular drama/comedy|Q2|TED 2
knowledge|other knowledge|EEN|SECRETS (2018)
fiction|other fiction|VTM|ONE CHANCE
entertainment|variety|EEN|ELS DE SCHEPPER, RED MIJ!
fiction|action|Q2|G.I. JOE, RETALIATION
sport|football|CANVAS|VB. C3 UEFA FIN
fiction|action|Q2|HOMEFRONT
information|current affair|VIER|NIEUWSJAGERS
lifestyle|other lifestyle|EEN|BRITAIN'S BIGGEST SUPERYACHTS, CHASING PERFECTION
fiction|action|Q2|ONCE UPON A TIME IN MEXICO
entertainment|music|EEN|VAN GILS & HET SONGFESTIVAL
fiction|science fiction|VTM|AVATAR
fiction|science fiction|Q2|TERMINATOR 2, JUDGEMENT DAY
entertainment|classical arts|CANVAS|KONINGIN ELISABETH WEDSTRIJD
fiction|popular drama/comedy|VITAYA|SHE'S THE MAN
fiction|action|Q2|PRECIOUS CARGO
fiction|psychologic drama/melodrama|CANVAS|ROOM
sport|boxing|VTM|BOXING STARS
fiction|science fiction|Q2|AFTER EARTH
fiction|thriller|Q2|ABSOLUTE DECEPTION
entertainment|dance|EEN|DANCE AROUND THE WORLD
fiction|adventure|Q2|THE LIBRARIAN, RETURN TO KING SOLOMON'S MINES
fiction|action|VTM|POINT BREAK
fiction|science fiction|Q2|X-MEN, APOCALYPSE
fiction|other fiction|Q2|CRIMI CLOWNS
fiction|other fiction|VIER|THE EAGLE
sport|football|CANVAS|VB. C3 UEFA 1/2F
fiction|action|Q2|THE EXPENDABLES 3
sport|football|Q2|VB. C1 UEFA 1/2F
knowledge|nature/environment|EEN|DAVID ATTENBOROUGH'S NATURAL CURIOSITIES
fiction|action|VTM|THE LAST CASTLE
fiction|other fiction|EEN|PROOF
fiction|science fiction|Q2|TERMINATOR GENISYS
lifestyle|mode/lifestyle|VIJF|SHOPPING QUEENS
knowledge|other knowledge|EEN|SECRETS (2018)
sport|athletics (track/piste)|EEN|ATLETIEK. MARATHON ANTWERPEN (S.)
sport|tennis|EEN|TENNIS. FED CUP (S.)
sport|handball|EEN|HANDBAL. BB. FIN H. (S.)
fiction|other fiction|VTM|FLIGHT
fiction|popular drama/comedy|VTM|THE HEARTBREAK KID
fiction|fantasy/fairy tale|VIER|HARRY POTTER AND THE PHILOSOPHER'S STONE
fiction|fantasy/fairy tale|Q2|THE LAST WITCH HUNTER
fiction|other fiction|EEN|W.
information|current affair|CANVAS|CHECK-POINT
knowledge|other knowledge|VTM|F-16
knowledge|other knowledge|CANVAS|DE KLEEDKAMER
sport|gymnastic|EEN|GYM. ACRO WK. ANTWERPEN (S.)
sport|formula 1|EEN|F1. WK. GP. CHINA (S.)
fiction|action|VTM|FAST FIVE
information|current affair|VIER|LIVE PD, POLICE PATROL
fiction|action|VIER|THE MAN FROM U.N.C.L.E.
fiction|action|VTM|BEVERLY HILLS COP III
fiction|science fiction|Q2|TRANSFORMERS, AGE OF EXTINCTION
fiction|science fiction|Q2|ANT-MAN
fiction|thriller|VIER|RUNNER RUNNER
knowledge|other knowledge|VTM|HELDEN VAN HIER, BRANDWEER ANTWERPEN
sport|football|CANVAS|VB. C3 UEFA 1/4F
sport|football|Q2|VB. C1 UEFA 1/4F
fiction|other fiction|CANVAS|NO WAY HOME
knowledge|humanities/history|CANVAS|THE CELTS, BLOOD IRON & SACRIFICE
fiction|adventure|EEN|ASTERIX & OBELIX AU SERVICE DE SA MAJESTE
fiction|adventure|VIJF|DOLPHIN TALE
fiction|action|Q2|THE GUNMAN
knowledge|science/geography|CANVAS|ROBO SAPIENS
knowledge|nature/environment|EEN|LEVE DE ZOO!
sport|cycling (road)|EEN|WIELRENNEN. RONDE VAN VLAANDEREN
sport|cycling (road)|CANVAS|WIELRENNEN. RONDE VAN VLAANDEREN
sport|cycling (road)|EEN|DE RONDE 101
fiction|action|Q2|A GOOD DAY TO DIE HARD
fiction|action|Q2|LAST KNIGHTS
fiction|action|VTM|ROAD HOUSE
fiction|action|VIER|THE ROCK
lifestyle|show business/variety/stars|VIER|LEEUWENKUIL
knowledge|human interest/society|EEN|KINDERKOPKES
fiction|thriller|VTM|DE INFILTRANT
fiction|comedy|EEN|THE NANNY DIARIES
fiction|thriller|Q2|SICARIO
lifestyle|show business/variety/stars|VIJF|GOEDELE ON TOP
sport|cycling (road)|EEN|DE RONDE
sport|cycling (road)|EEN|WIELRENNEN. 3-DAAGSE BRUGGE - DE PANNE
knowledge|humanities/history|CANVAS|HITLER'S LAST SECRETS
knowledge|nature/environment|EEN|DE ZWEEFVLIEGERS VAN HET REGENWOUD
knowledge|nature/environment|EEN|HET TURNHOUTS VENNENGEBIED, EEN UNIEK STUKJE KEMPENLAND
fiction|adventure|VTM|STEP UP ALL IN
fiction|thriller|CANVAS|STELLA BLOMKVIST
fiction|thriller|VIER|GONE GIRL
sport|cycling (road)|EEN|WIELRENNEN. HANDZAME CLASSIC
fiction|thriller|VTM|THE INTERNATIONAL
fiction|action|VIER|PEARL HARBOR
sport|football|CANVAS|VB. C3 UEFA 1/8F
sport|football|Q2|VB. C1 UEFA 1/8F
knowledge|humanities/history|CANVAS|MAGDA GOEBBELS
knowledge|travel/tourism|EEN|JOANNA LUMLEY'S JAPAN
sport|basketball|EEN|BASKET. BB. FIN
knowledge|humanities/history|EEN|HET COLLECTIEF GEHEUGEN
fiction|science fiction|VTM|MAZE RUNNER, THE SCORCH TRIALS
knowledge|nature/environment|EEN|THE LESSER CAUCASUS, BETWEEN ARARAT AND THE CASPIAN SEA
fiction|fantasy/fairy tale|EEN|OUTLANDER
lifestyle|music|VIER|KAREN MAAKT EEN PLAAT
sport|cycling (track/piste)|EEN|WIELRENNEN. BAAN WK. APELDOORN D.
sport|cycling (track/piste)|EEN|WIELRENNEN. BAAN WK. APELDOORN H.
sport|cycling (road)|EEN|WIELRENNEN. STRADE BRIANCHE H. (S.)
sport|cycling (road)|EEN|WIELRENNEN. STRADE BRIANCHE H.
knowledge|nature/environment|EEN|RUSSIA'S PRIMEVAL FORESTS, KARELIA
sport|cycling (road)|EEN|WIELRENNEN. STRADE BRIANCHE D. (S.)
fiction|police|VTM|MONK
fiction|action|Q2|SPECTRE
knowledge|human interest/society|VIER|EX-GANGSTER
fiction|thriller|Q2|LAW ABIDING CITIZEN
knowledge|humanities/history|CANVAS|AMAZONES
sport|motorsport|EEN|AUTO. RALLY BK. HASPENGOUW (S.)
sport|athletics (field/cross)|EEN|VELDLOPEN. BK. LAKEN H. (S.)
sport|athletics (field/cross)|EEN|VELDLOPEN. BK. LAKEN D. (S.)
knowledge|air sports|EEN|BORN TO FLY
fiction|drama|VTM|THE GREEN MILE
fiction|action|VTM|BEVERLY HILLS COP II
sport|football|CANVAS|VB. C3 UEFA 1/16F
fiction|action|Q2|SKYFALL
knowledge|nature/environment|CANVAS|DOOR HET HART VAN CHINA
fiction|comedy|Q2|THE PACIFIER
sport|cycling (cross)|EEN|VELDRIJDEN. MIDDELKERKE D. (S.)
sport|cycling (cross)|EEN|VELDRIJDEN. MIDDELKERKE H. (S.)
knowledge|nature/environment|EEN|WILD SKAGERRAK
fiction|thriller|CANVAS|HARD SUN
fiction|adventure|VTM|DE PINGUINS VAN MADAGASCAR
fiction|science fiction|VIER|JUPITER ASCENDING
fiction|drama|CANVAS|THE REMAINS OF THE DAY
knowledge|science/geography|CANVAS|DANNY DEMONSTREERT
fiction|science fiction|Q2|INSURGENT
knowledge|human interest/society|EEN|M/V/X
entertainment|talk|EEN|CHEZ ANNEMIE
knowledge|nature/environment|CANVAS|BLUE PLANET
sport|cycling (cross)|EEN|VELDRIJDEN. HOOGSTRATEN H.
sport|tennis|EEN|TENNIS. FED CUP
sport|cycling (cross)|EEN|VELDRIJDEN. HOOGSTRATEN D.
knowledge|nature/environment|EEN|WILD SWITZERLAND
fiction|drama|CANVAS|SHAME
sport|other sports|CANVAS|OS. OPENINGSCEREMONIE
sport|basketball|EEN|VB. BB. 1/2F (S.)
sport|cycling (cross)|EEN|VELDRIJDEN. VALKENBURG H.
sport|cycling (cross)|CANVAS|VELDRIJDEN. VALKENBURG
fiction|comedy|VTM|FRITS & FRANKY
sport|cycling (cross)|EEN|VELDRIJDEN. VALKENBURG D.
knowledge|nature/environment|EEN|SUPER SMALL ANIMALS
fiction|action|VTM|DEADPOOL
fiction|adventure|VIER|THE REVENANT
entertainment|talk|CANVAS|ALLEEN RUDI BLIJFT BESTAAN
fiction|thriller|CANVAS|BEFORE WE DIE
fiction|comedy|VIER|LARRY CROWNE
sport|tennis|EEN|TENNIS. DAVIS CUP
fiction|drama|CANVAS|THE RAILWAY MAN
entertainment|talk|VTM|CATHERINE
sport|cycling (cross)|EEN|VELDRIJDEN. HOOGERHEIDE H.
knowledge|nature/environment|EEN|CRAZY CREATURE COSTUMES
knowledge|nature/environment|EEN|A NIGHT ON EARTH
knowledge|nature/environment|EEN|PENGUIN CITY, SOUTH GEORGIA
fiction|adventure|VIER|PIRATES OF THE CARIBBEAN, AT WORLD'S END
fiction|science fiction|VTM|OBLIVION
fiction|action|Q2|THE WARRIOR'S WAY
fiction|other fiction|CANVAS|TURIST
fiction|erotica|VITAYA|DIRTY TEACHER
entertainment|other entertainment|VTM|DE WENSBOOM
lifestyle|cooking/food/drink|VTM|DE KEUKEN VAN SOFIE
knowledge|human interest/society|CANVAS|LOUIS THEROUX
lifestyle|cooking/food/drink|VTM|LA MAMMA
fiction|thriller|Q2|NOVEMBER MAN
sport|cycling (cross)|EEN|VELDRIJDEN. NOMMAY H.
knowledge|nature/environment|EEN|SNOW MONKEYS
fiction|action|EEN|MISSION IMPOSSIBLE ROGUE NATION
fiction|thriller|VTM|BRIDGE OF SPIES
fiction|other fiction|VIER|THE BLIND SIDE
fiction|fantasy/fairy tale|VTM|WALKING WITH DINOSAURS, THE 3D MOVIE
fiction|other fiction|CANVAS|ALBERT NOBBS
fiction|fantasy/fairy tale|Q2|DRAGONHEART 3, THE SORCERER'S CURSE
fiction|other fiction|EEN|BLACK
entertainment|game|EEN|SORRY VOOR ALLES
knowledge|other knowledge|EEN|READY FOR TAKEOFF
knowledge|nature/environment|EEN|POLAR WORLD
fiction|psychologic drama/melodrama|EEN|LA VITA E BELLA
fiction|comedy|VTM|NIGHT AT THE MUSEUM
fiction|other fiction|VIER|NOAH
entertainment|dance|VIJF|SHALL WE DANCE
fiction|popular comedy|VTM|'TIL DEATH
fiction|thriller|EEN|AND THEN THERE WERE NONE
fiction|action|Q2|DRAGON EYES
knowledge|humanities/history|CANVAS|WINSTON CHURCHILL, A GIANT IN THE CENTURY
fiction|action|Q2|PREMIUM RUSH
knowledge|nature/environment|EEN|ATTENBOROUGH AND THE GIANT DINOSAUR
fiction|fantasy/fairy tale|EEN|FINDING NEVERLAND
fiction|comedy|VIJF|THE GAME PLAN
fiction|other fiction|VTM|APOLLO 13
fiction|fantasy/fairy tale|VTM|NANNY MCPHEE & THE BIG BANG
fiction|action|Q2|HITMAN
fiction|other fiction|CANVAS|EXODUS
fiction|other fiction|EEN|TYTGAT CHOCOLAT
fiction|action|Q2|BIG GAME
knowledge|other knowledge|CANVAS|OOG IN OOG
fiction|action|VTM|BLOWN AWAY
lifestyle|home/decorating|VIER|ONS EERSTE HUIS
entertainment|variety|VTM|TEGEN DE STERREN OP LIVE
entertainment|other entertainment|EEN|THROWBACK THURSDAY
entertainment|other entertainment|EEN|HET BESTE UIT VOOR DE LEEUWEN
entertainment|music|VTM|CLOUSEAU DANST
fiction|fantasy/fairy tale|EEN|MALEFICENT
entertainment|humour|CANVAS|VAN PEEL OVERLEEFT 2017
entertainment|music|CANVAS|ABBA IN CONCERT
entertainment|music|VTM|STAN VAN SAMANG IN 'T GROOT
sport|cycling (cross)|EEN|VELDRIJDEN. DIEGEM
fiction|adventure|VTM|DE AVONTUREN VAN KUIFJE, HET GEHEIM VAN DE EENHOORN
fiction|police|VTM|MURDER, SHE WROTE
fiction|other fiction|VITAYA|THE CHRISTMAS SHEPHERD
knowledge|nature/environment|CANVAS|WILDEST EUROPE
fiction|comedy|VIJF|NEW YEAR'S EVE
fiction|fantasy/fairy tale|VTM|HUGO
fiction|other fiction|VIJF|CHRISTMAS WITH HOLLY
entertainment|other entertainment|EEN|STERACTEUR STERARTIEST
entertainment|young amusement|VTM|OVERAL K3
fiction|other fiction|VIJF|A ROYAL CHRISTMAS
fiction|other fiction|VITAYA|LOVE ALWAYS, SANTA
sport|cycling (cross)|EEN|VELDRIJDEN. WB. HEUSDEN-ZOLDER
fiction|other fiction|VIJF|CHRISTMAS LAND
entertainment|other entertainment|EEN|HET FOTOALBUM
information|special event|EEN|KERSTTOESPRAAK PAUS FRANCISCUS
fiction|comedy|VTM|BEAN
fiction|fantasy/fairy tale|VTM|DE KLEINE ZEEMEERMIN
fiction|fantasy/fairy tale|VTM|ARTHUR CHRISTMAS
information|other information|CANVAS|DE DAG DAT MIJN HUIS VIEL
knowledge|nature/environment|CANVAS|WILD RUSSIA
entertainment|music|CANVAS|PAVAROTTI, CHANTEUR POPULAIRE
fiction|adventure|VIER|JOURNEY TO THE CENTER OF EARTH
knowledge|human interest/society|EEN|DIANA, 7 DAGEN
sport|cycling (cross)|EEN|VELDRIJDEN. WK. NAMEN
sport|gymnastic|EEN|GYM.
fiction|action|VTM|XXX, STATE OF THE UNION
entertainment|music|EEN|FREE SOUFFRIAU GOUD, WIEROOK EN MIRRE
knowledge|nature/environment|EEN|JOANNA LUMLEY IN THE LAND OF THE NORTHERN LIGHTS
knowledge|nature/environment|EEN|SUPER CUTE ANIMALS
fiction|psychologic drama/melodrama|EEN|A BEAUTIFUL MIND
fiction|action|Q2|OLYMPUS HAS FALLEN
fiction|other fiction|VITAYA|A CHRISTMAS DETOUR
fiction|action|Q2|DEATH RACE 3, INFERNO
entertainment|other entertainment|VIER|PROJECT AXEL
entertainment|music|EEN|CHAPEAU! 30 JAAR CLOUSEAU
entertainment|humour|VIER|GEUBELS EN DE IDIOTEN
entertainment|other entertainment|CANVAS|THOMAS SPEELT HET HARD
sport|other team sport|CANVAS|VB. BB. 1/4F
fiction|thriller|VIER|THE NIGHT MANAGER
fiction|other fiction|EEN|VAN VLEES EN BLOED
knowledge|human interest/society|CANVAS|STRAFPLEITERS
sport|cycling (cross)|EEN|VELDRIJDEN. OVERIJSE
sport|athletics (field/cross)|EEN|VELDLOPEN. EK. SAMORIN
fiction|action|Q2|S.W.A.T
sport|cycling (cross)|EEN|VELDRIJDEN. ESSEN H.
knowledge|nature/environment|EEN|HET HARDE LEVEN VAN EEN PINGUIN
sport|cycling (cross)|EEN|VELDRIJDEN. ESSEN D.
fiction|action|VTM|JACK RYAN, SHADOW RECRUIT
fiction|thriller|CANVAS|SAFE HOUSE
fiction|family|VTM|BEETHOVEN'S CHRISTMAS ADVENTURE
fiction|action|Q2|EVERLY
fiction|psychologic drama/melodrama|EEN|TABULA RASA
sport|cycling (cross)|EEN|VELDRIJDEN. HASSELT
fiction|drama|VTM|MEN OF HONOR
fiction|science fiction|Q2|ELYSIUM
fiction|action|Q2|HITMAN, AGENT 47
information|current affair|VTM|COPPERS
fiction|comedy|Q2|JOHNNY ENGLISH REBORN
sport|cycling (cross)|CANVAS|VELDRIJDEN. FLANDRIENCROSS
fiction|action|Q2|FASTER
sport|tennis|CANVAS|TENNIS. DAVIS CUP
knowledge|nature/environment|EEN|NATURAL WORLD
sport|cycling (cross)|EEN|VELDRIJDEN. ZEVEN (S.)
fiction|comedy|EEN|MAN UP
fiction|thriller|CANVAS|RELLIK
entertainment|music|VTM|STAN VAN SAMANG IN CONCERT
fiction|thriller|VTM|HOSTAGE
fiction|science fiction|Q2|MEN IN BLACK II
knowledge|nature/environment|EEN|BEAR ESSENTIALS
fiction|drama|EEN|MONA LISA SMILE
fiction|family|EEN|AY RAMON!
fiction|action|VTM|THE CONCORDE... AIRPORT 79
sport|formula 1|EEN|F1. WK. GP. BRAZILIE (KWALIF.)
fiction|western|EEN|RED RIVER
knowledge|nature/environment|EEN|GLOBAL FOREST
knowledge|economy/business|EEN|DE VRIJE MARKT
fiction|action|VTM|CHARLIE'S ANGELS
entertainment|game|VTM|THE WALL
fiction|drama|VTM|SPITSBROERS
sport|cycling (cross)|EEN|VELDRIJDEN. EK. TABOR
sport|rally|EEN|AUTO. RALLY BK.
knowledge|nature/environment|EEN|ANIMAL HOMES
knowledge|nature/environment|EEN|MOUNTAINS, LIFE ABOVE THE CLOUDS
fiction|thriller|CANVAS|LA FORET
fiction|adventure|VTM|CROCODILE DUNDEE II
information|current affair|VIER|FOCUS
lifestyle|cooking/food/drink|EEN|SIMPLY NIGELLA
fiction|comedy|VTM|17 AGAIN
lifestyle|home/decorating|VIJF|ZO MAN, ZO VROUW
sport|cycling (cross)|EEN|VELDRIJDEN. KOPPENBERGCROSS OUDENAARDE H.
sport|cycling (cross)|EEN|VELDRIJDEN. KOPPENBERGCROSS OUDENAARDE D.
sport|football|Q2|VB. C1 UEFA
knowledge|human interest/society|CANVAS|RADIO GAGA
knowledge|philosophy/religion|CANVAS|ALLAH IN EUROPA
sport|cycling (cross)|EEN|VELDRIJDEN. SUPERPRESTIGE. RUDDERVOORDE H.
sport|cycling (cross)|EEN|VELDRIJDEN. SUPERPRESTIGE. RUDDERVOORDE D.
information|current affair|VTM|KAFKA
sport|handball|EEN|HANDBAL. WK. KWALIF.
fiction|action|Q2|STREET FIGHTER - THE LEGEND OF CHUN-LI
fiction|action|VTM|THE MONUMENTS MEN
fiction|adventure|VTM|CROCODILE DUNDEE
information|current affair|VIER|BORDER PATROL
fiction|action|Q2|THE CONTRACTOR
lifestyle|consumer advice|EEN|VOOR HETZELFDE GELD
entertainment|game|EEN|VOOR DE LEEUWEN
